issue_utc,lead_min,method,city,pred,obs
2025-10-01 23:00:00,60,M0,서울,77.75,80.0
2025-10-01 23:00:00,60,M0,대전,100.0,90.0
2025-10-01 23:00:00,60,M0,대구,89.75,100.0
2025-10-01 23:00:00,60,M0,광주,93.0,90.0
2025-10-01 23:00:00,60,M0,부산,96.0,90.0
2025-10-01 23:00:00,60,M0,인천,89.0,90.0
2025-10-01 23:00:00,60,M0,수원,100.0,80.0
2025-10-01 23:00:00,60,M0,전주,97.0,100.0
2025-10-01 23:00:00,60,M0,강릉,0.0,40.0
2025-10-01 23:00:00,60,M0,제주,85.0,60.0
2025-10-01 23:00:00,60,M1,서울,78.62403106689453,80.0
2025-10-01 23:00:00,60,M1,대전,93.94329071044922,90.0
2025-10-01 23:00:00,60,M1,대구,96.4556655883789,100.0
2025-10-01 23:00:00,60,M1,광주,93.85350799560547,90.0
2025-10-01 23:00:00,60,M1,부산,89.70043182373047,90.0
2025-10-01 23:00:00,60,M1,인천,88.80858612060547,90.0
2025-10-01 23:00:00,60,M1,수원,92.45077514648438,80.0
2025-10-01 23:00:00,60,M1,전주,93.08218383789062,100.0
2025-10-01 23:00:00,60,M1,강릉,82.59664916992188,40.0
2025-10-01 23:00:00,60,M1,제주,54.93960952758789,60.0
2025-10-01 23:00:00,60,M4,서울,80.83648681640625,80.0
2025-10-01 23:00:00,60,M4,대전,92.06044006347656,90.0
2025-10-01 23:00:00,60,M4,대구,93.21237182617188,100.0
2025-10-01 23:00:00,60,M4,광주,94.9365005493164,90.0
2025-10-01 23:00:00,60,M4,부산,93.56816101074219,90.0
2025-10-01 23:00:00,60,M4,인천,85.25936889648438,90.0
2025-10-01 23:00:00,60,M4,수원,85.78399658203125,80.0
2025-10-01 23:00:00,60,M4,전주,94.70589447021484,100.0
2025-10-01 23:00:00,60,M4,강릉,58.840423583984375,40.0
2025-10-01 23:00:00,60,M4,제주,54.86017990112305,60.0
2025-10-01 23:00:00,120,M0,서울,77.75,50.0
2025-10-01 23:00:00,120,M0,대전,100.0,100.0
2025-10-01 23:00:00,120,M0,대구,89.75,100.0
2025-10-01 23:00:00,120,M0,광주,93.0,90.0
2025-10-01 23:00:00,120,M0,부산,96.0,90.0
2025-10-01 23:00:00,120,M0,인천,89.0,80.0
2025-10-01 23:00:00,120,M0,수원,100.0,70.0
2025-10-01 23:00:00,120,M0,전주,97.0,100.0
2025-10-01 23:00:00,120,M0,강릉,0.0,40.0
2025-10-01 23:00:00,120,M0,제주,85.0,20.0
2025-10-01 23:00:00,120,M1,서울,83.43180847167969,50.0
2025-10-01 23:00:00,120,M1,대전,96.90340423583984,100.0
2025-10-01 23:00:00,120,M1,대구,95.4853286743164,100.0
2025-10-01 23:00:00,120,M1,광주,96.65402221679688,90.0
